LEARecordID,ORI,BatchID,TX_Type,Is_NFIA,SDate,STime,SDur,Is_ServCall,AT,Loc,City,PID,Ethn,Gend,GendNC,LGBT,Age,Is_LimEng,Disb,Is_Stud,StReas,Tr_ID,Act_CD,BasSearch,BasSearch_N,BasSeiz,PropType,Cb,ResCD
127087,CA0431100,,I,N,4/3/2022,8:30,90,Y,"Patrol, traffic, field operations",Stierlin Road,Mountain View,1,Asian,Male,,N,25,N,,,Reasonable suspicion that the person was engaged in criminal activity,,"Curbside detention, Asked for consent to  search person, Search of person was conducted ",Officer Safety/safety of others,burglars are known to carry burglary tools that can be used as weapons.  a consent search for weapons was asked and subject consented. ,,,,Custodial arrest without warrant
127169,CA0431100,,I,N,4/3/2022,15:07,10,N,"Patrol, traffic, field operations",Villa Street & View Street,Mountain View,1,White,Male,,N,60,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
127186,CA0431100,,I,N,4/3/2022,15:37,10,N,"Patrol, traffic, field operations",Villa Street & View Street,Mountain View,1,Asian,Male,,N,40,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
127187,CA0431100,,I,N,4/3/2022,15:45,5,N,"Patrol, traffic, field operations",West Evelyn Avenue & View Street,Mountain View,1,Asian,Female,,N,50,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
127250,CA0431100,,I,N,4/3/2022,17:39,20,N,"Patrol, traffic, field operations",200 Block Pettis Avenue,Mountain View,1,Hispanic/Latino(a),Male,,N,25,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,,In-field cite and release
127411,CA0431100,,I,N,4/3/2022,23:10,5,N,"Patrol, traffic, field operations",1900 Block West El Camino Real,Mountain View,1,Hispanic/Latino(a),Male,,N,20,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
127420,CA0431100,,I,N,4/3/2022,23:33,5,N,"Patrol, traffic, field operations",1900 Block West El Camino Real,Mountain View,1,Hispanic/Latino(a),Female,,N,20,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
127423,CA0431100,,I,N,4/3/2022,23:43,5,N,"Patrol, traffic, field operations",Grant Road,Mountain View,1,Middle Eastern or South Asian,Male,,N,16,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
127452,CA0431100,,I,N,4/4/2022,0:21,15,N,"Patrol, traffic, field operations",Central Avenue & Stierlin Road,Mountain View,1,Middle Eastern or South Asian,Male,,N,20,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
127522,CA0431100,,I,N,4/4/2022,2:15,5,N,"Patrol, traffic, field operations",100 Block West El Camino Real,Mountain View,1,White,Male,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
127555,CA0431100,,I,N,4/4/2022,4:00,10,Y,"Patrol, traffic, field operations","Latham St, Toft St",Mountain View,1,Hispanic/Latino(a),Male,,N,20,N,,,Reasonable suspicion that the person was engaged in criminal activity,,No Action Taken,,,,,,Warning (verbal or written)
127608,CA0431100,,I,N,4/4/2022,5:29,5,N,"Patrol, traffic, field operations",Grant/cuesta,Mountain View,1,White,Male,,N,45,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
127718,CA0431100,,I,N,4/4/2022,4:21,60,Y,"Patrol, traffic, field operations",San Pablo Drive & San Rafael Avenue,Mountain View,1,Asian,Male,,N,25,N,,,Investigation to determine whether the person was truant,,Person removed from vehicle by order,,,,,,Psychiatric hold  (Welfare & Institutions Code sections 5150 and/or 5585.20)
128174,CA0431100,,I,N,4/4/2022,20:45,5,N,"Patrol, traffic, field operations",1600 Block Miramonte Avenue,Mountain View,1,Hispanic/Latino(a),Female,,N,50,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
128216,CA0431100,,I,N,4/4/2022,21:31,5,N,"Patrol, traffic, field operations",900 Block n. shoreline,Mountain View,1,Black/African American,Male,,N,35,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
128223,CA0431100,,I,N,4/4/2022,21:53,10,N,"Patrol, traffic, field operations",Latham Street & Escuela Avenue,Mountain View,1,White,Female,,N,40,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
128313,CA0431100,,I,N,4/4/2022,23:28,20,N,"Patrol, traffic, field operations",100 Block Moorpark Way,Mountain View,1,Asian,Female,,N,60,Y,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
128406,CA0431100,,I,N,4/5/2022,1:51,5,N,"Patrol, traffic, field operations","N Shoreline Blvd, Wright Ave",Mountain View,1,Hispanic/Latino(a),Male,,N,25,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,
128520,CA0431100,,I,N,4/5/2022,6:15,7,N,"Patrol, traffic, field operations",100 Block east El Camino Real,Mountain View,1,Hispanic/Latino(a),Male,,N,35,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
128522,CA0431100,,I,N,4/5/2022,5:00,30,Y,"Patrol, traffic, field operations",300 Block Chiquita Avenue,Mountain View,1,Hispanic/Latino(a),Female,,N,15,N,,,Investigation to determine whether the person was truant,,No Action Taken,,,,,,
128587,CA0431100,,I,N,4/5/2022,8:53,5,N,"Patrol, traffic, field operations",700 Block North Shoreline Boulevard,Mountain View,1,Hispanic/Latino(a),Female,,N,23,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
128714,CA0431100,,I,N,4/5/2022,14:28,10,N,"Patrol, traffic, field operations",600 Block Showers Drive,Mountain View,1,Black/African American,Male,,N,50,N,,,Reasonable suspicion that the person was engaged in criminal activity,,No Action Taken,,,,,,Warning (verbal or written)
128779,CA0431100,,I,N,4/5/2022,15:45,5,N,"Patrol, traffic, field operations",North Shoreline Boulevard & Pear Avenue,Mountain View,1,Middle Eastern or South Asian,Male,,N,40,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
128804,CA0431100,,I,N,4/5/2022,16:02,5,N,"Patrol, traffic, field operations",North Shoreline Boulevard & Pear Avenue,Mountain View,1,Hispanic/Latino(a),Male,,N,25,N,,,Traffic Violation,Moving,No Action Taken,,,,,,"Citation for infraction,Warning (verbal or written)"
128969,CA0431100,,I,N,4/5/2022,0:25,5,N,"Patrol, traffic, field operations",Shoreline Blvd/ Montectio Ave,Mountain View,1,White,Male,,N,60,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
129216,CA0431100,,I,N,4/5/2022,23:20,15,N,"Patrol, traffic, field operations",North Shoreline Boulevard & Wright Avenue,Mountain View,1,Hispanic/Latino(a),Female,,N,45,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
129280,CA0431100,,I,N,4/5/2022,15:25,10,N,"Patrol, traffic, field operations",North Shoreline Boulevard & Pear Avenue,Mountain View,1,Hispanic/Latino(a),Male,,N,25,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
129289,CA0431100,,I,N,4/5/2022,22:49,5,N,"Patrol, traffic, field operations",North Rengstorff Avenue,Mountain View,1,Hispanic/Latino(a),Male,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
129291,CA0431100,,I,N,4/5/2022,23:22,5,N,"Patrol, traffic, field operations",North Rengstorff Avenue,Mountain View,1,White,Male,,N,40,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
129293,CA0431100,,I,N,4/5/2022,23:10,5,N,"Patrol, traffic, field operations",North Rengstorff Avenue,Mountain View,1,Black/African American,Male,,N,25,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
129398,CA0431100,,I,N,4/6/2022,4:53,10,N,"Patrol, traffic, field operations",2600 Block California Street,Mountain View,1,Hispanic/Latino(a),Male,,N,19,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Citation for infraction
129427,CA0431100,,I,N,4/6/2022,5:52,5,N,"Patrol, traffic, field operations",Continental/americana,Mountain View,1,Hispanic/Latino(a),Male,,N,30,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
129812,CA0431100,,I,N,4/6/2022,17:09,20,N,"Patrol, traffic, field operations",600 Block Showers Drive,Mountain View,1,Hispanic/Latino(a),Male,,N,40,Y,,,Consensual Encounter resulting in a search,," Asked for consent to  search person, Search of person was conducted ",Consent given,No weapons or contraband located. ,,,,In-field cite and release
129911,CA0431100,,I,N,4/6/2022,20:00,15,N,"Patrol, traffic, field operations",CALIFORNIA ST/BRYANT ST,Mountain View,1,Asian,Male,,N,25,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
129985,CA0431100,,I,N,4/6/2022,22:00,5,N,"Patrol, traffic, field operations",1300 Block Grant Road,Mountain View,1,Hispanic/Latino(a),Male,,N,35,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
130137,CA0431100,,I,N,4/7/2022,1:03,10,N,"Patrol, traffic, field operations","Byron St, San Antonio Rd",Palo Alto,1,Black/African American,Male,,N,65,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,
130141,CA0431100,,I,N,4/7/2022,0:15,15,N,"Patrol, traffic, field operations",Independence Avenue & Charleston Road,Mountain View,1,Hispanic/Latino(a),Male,,N,25,N,,,Traffic Violation,Equipment,Person removed from vehicle by order,,,,,,
130240,CA0431100,,I,N,4/7/2022,3:15,5,N,"Patrol, traffic, field operations",Old Middlefield Way,Mountain View,1,Hispanic/Latino(a),Male,,N,38,N,,,Traffic Violation,Moving,No Action Taken,,,,,,
130257,CA0431100,,I,N,4/7/2022,3:45,10,N,"Patrol, traffic, field operations",Castro Street,Mountain View,1,Hispanic/Latino(a),Female,,N,21,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
130271,CA0431100,,I,N,4/7/2022,4:26,10,Y,"Patrol, traffic, field operations",2500 Block Leghorn Street,Mountain View,1,White,Male,,N,35,N,,,Consensual Encounter resulting in a search,," Asked for consent to  search person, Search of person was conducted ",Consent given,Content search. Detained for 5150,,,,Psychiatric hold  (Welfare & Institutions Code sections 5150 and/or 5585.20)
130317,CA0431100,,I,N,4/7/2022,5:10,10,N,"Patrol, traffic, field operations",West Dana Street,Mountain View,1,Hispanic/Latino(a),Male,,N,22,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
130317,CA0431100,,I,N,4/7/2022,5:10,10,N,"Patrol, traffic, field operations",West Dana Street,Mountain View,2,Hispanic/Latino(a),Male,,N,22,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,
130569,CA0431100,,I,N,4/7/2022,13:38,10,N,"Patrol, traffic, field operations",500 Block San Antonio Road,Mountain View,1,White,Male,,N,40,N,,,Investigation to determine whether the person was truant,,No Action Taken,,,,,,Warning (verbal or written)
130596,CA0431100,,I,N,4/7/2022,14:27,10,N,"Patrol, traffic, field operations",rengstorff / plymouth,Mountain View,1,Hispanic/Latino(a),Male,,N,30,Y,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
130603,CA0431100,,I,N,4/7/2022,14:41,7,N,"Patrol, traffic, field operations",rengstorff / central expwy,Mountain View,1,Hispanic/Latino(a),Male,,N,32,Y,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
130611,CA0431100,,I,N,4/7/2022,14:58,20,N,"Patrol, traffic, field operations",500 Block Showers Drive,Mountain View,1,Hispanic/Latino(a),Male,,N,30,N,,,Investigation to determine whether the person was truant,,No Action Taken,,,,,,Warning (verbal or written)
130611,CA0431100,,I,N,4/7/2022,14:58,20,N,"Patrol, traffic, field operations",500 Block Showers Drive,Mountain View,2,Hispanic/Latino(a),Male,,N,40,N,,,Investigation to determine whether the person was truant,,No Action Taken,,,,,,Warning (verbal or written)
130638,CA0431100,,I,N,4/7/2022,15:22,5,N,"Patrol, traffic, field operations",100 Block Moffett Boulevard,Mountain View,1,Middle Eastern or South Asian,Female,,N,26,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
130639,CA0431100,,I,N,4/7/2022,15:22,5,N,"Patrol, traffic, field operations",600 Block South Rengstorff Avenue,Mountain View,1,Asian,Male,,N,65,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
130644,CA0431100,,I,N,4/6/2022,19:10,20,Y,"Patrol, traffic, field operations",100 Block Castro Street,Mountain View,1,Hispanic/Latino(a),Male,,N,21,N,,,Reasonable suspicion that the person was engaged in criminal activity,,No Action Taken,,,,,,
130659,CA0431100,,I,N,4/7/2022,15:22,10,N,"Patrol, traffic, field operations",latham / chiquita,Mountain View,1,"Hispanic/Latino(a),Asian",Male,,N,20,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
130707,CA0431100,,I,N,4/7/2022,16:22,5,N,"Patrol, traffic, field operations",300 Block East Evelyn Avenue,Mountain View,1,Asian,Male,,N,30,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,,Citation for infraction
130778,CA0431100,,I,N,4/7/2022,17:22,5,N,"Patrol, traffic, field operations",1900 Block Old Middlefield Way,Mountain View,1,Middle Eastern or South Asian,Male,,N,50,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,,Citation for infraction
130791,CA0431100,,I,N,4/7/2022,17:37,5,N,"Patrol, traffic, field operations",1900 Block Charleston Road,Mountain View,1,Asian,Male,,N,20,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,,Citation for infraction
130791,CA0431100,,I,N,4/7/2022,17:37,5,N,"Patrol, traffic, field operations",1900 Block Charleston Road,Mountain View,2,Asian,Female,,N,20,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,,
130802,CA0431100,,I,N,4/6/2022,16:40,5,N,"Patrol, traffic, field operations",North Shoreline Boulevard,Mountain View,1,Middle Eastern or South Asian,Male,,N,40,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
130806,CA0431100,,I,N,4/6/2022,16:54,5,N,"Patrol, traffic, field operations",North Shoreline Boulevard,Mountain View,1,Middle Eastern or South Asian,Male,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
130811,CA0431100,,I,N,4/6/2022,17:33,5,N,"Patrol, traffic, field operations",Shoreline Blvd/ Montecitio Ave,Mountain View,1,Hispanic/Latino(a),Male,,N,20,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Citation for infraction
130832,CA0431100,,I,N,4/7/2022,16:50,5,N,"Patrol, traffic, field operations",North Shoreline Boulevard,Mountain View,1,Asian,Male,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
130833,CA0431100,,I,N,4/7/2022,17:07,5,N,"Patrol, traffic, field operations",central expessway/ rengstorff Avw,Mountain View,1,Middle Eastern or South Asian,Female,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
130856,CA0431100,,I,N,4/7/2022,18:02,28,N,"Patrol, traffic, field operations",700 Block Continental Circle,Mountain View,1,White,Female,,N,40,N,,,Consensual Encounter resulting in a search,," Asked for consent to  search person, Search of person was conducted , Asked for consent to  search property,Search of property was conducted",Condition of parole / probation/ PRCS / mandatory supervision,,,,,Warning (verbal or written)
130938,CA0431100,,I,N,4/7/2022,20:11,5,N,"Patrol, traffic, field operations",300 Block Sylvan Avenue,Mountain View,1,Hispanic/Latino(a),Male,,N,28,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
131135,CA0431100,,I,N,4/8/2022,1:13,5,N,"Patrol, traffic, field operations","Leghorn St, N Rengstorff Ave",Mountain View,1,Pacific Islander,Male,,N,30,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,
131148,CA0431100,,I,N,4/8/2022,1:26,5,N,"Patrol, traffic, field operations",1100 Block North Rengstorff Avenue,Mountain View,1,White,Male,,N,30,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,
131197,CA0431100,,I,N,4/8/2022,2:36,5,N,"Patrol, traffic, field operations",1700 Block Miramonte Avenue,Mountain View,1,White,Male,,N,28,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
131265,CA0431100,,I,N,4/8/2022,4:23,5,N,"Patrol, traffic, field operations",Villa Street,Mountain View,1,White,Female,,N,45,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
131346,CA0431100,,I,N,4/8/2022,6:45,5,N,"Patrol, traffic, field operations",El Camino real/SR-85,Mountain View,1,White,Male,,N,25,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
131612,CA0431100,,I,N,4/8/2022,15:15,5,N,"Patrol, traffic, field operations",100 Block West El Camino Real,Mountain View,1,White,Female,,N,40,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,,Citation for infraction
131625,CA0431100,,I,N,4/8/2022,15:27,5,N,"Patrol, traffic, field operations",El Camino real Castro street,Mountain View,1,Hispanic/Latino(a),Male,,N,40,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,,Citation for infraction
131635,CA0431100,,I,N,4/8/2022,15:38,5,N,"Patrol, traffic, field operations",1000 Block El Camino Real,Mountain View,1,Asian,Female,,N,40,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,,Citation for infraction
131644,CA0431100,,I,N,4/8/2022,15:40,10,N,"Patrol, traffic, field operations",East El Camino Real & Grant Road,Mountain View,1,Middle Eastern or South Asian,Female,,N,40,N,,,Traffic Violation,Moving,No Action Taken,,,,,,"Citation for infraction,Warning (verbal or written)"
131691,CA0431100,,I,N,4/8/2022,16:40,5,N,"Patrol, traffic, field operations",100 Block West El Camino Real,Mountain View,1,Asian,Male,,N,20,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,,Citation for infraction
131703,CA0431100,,I,N,4/8/2022,16:52,5,N,"Patrol, traffic, field operations",800 Block West El Camino Real,Mountain View,1,Hispanic/Latino(a),Male,,N,30,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,,Citation for infraction
131734,CA0431100,,I,N,4/8/2022,17:36,5,N,"Patrol, traffic, field operations",1700 Block Old Middlefield Way,Mountain View,1,Hispanic/Latino(a),Male,,N,20,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,,Warning (verbal or written)
131752,CA0431100,,I,N,4/8/2022,17:55,5,N,"Patrol, traffic, field operations",400 Block North Shoreline Boulevard,Mountain View,1,White,Male,,N,40,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,,Citation for infraction
131772,CA0431100,,I,N,4/8/2022,18:10,5,N,"Patrol, traffic, field operations",1900 Block West El Camino Real,Mountain View,1,White,Female,,N,40,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,,Citation for infraction
131812,CA0431100,,I,N,4/8/2022,19:18,5,N,"Patrol, traffic, field operations",1200 Block West El Camino Real,Mountain View,1,Hispanic/Latino(a),Male,,N,20,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,,Citation for infraction
131921,CA0431100,,I,N,4/8/2022,17:35,10,N,"Patrol, traffic, field operations",West El Camino Real & Rengstorff Avenue,Mountain View,1,Asian,Female,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
131937,CA0431100,,I,N,4/8/2022,15:17,5,N,"Patrol, traffic, field operations",East El Camino Real & Grant Road,Mountain View,1,Asian,Male,,N,45,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
131940,CA0431100,,I,N,4/8/2022,16:32,5,N,"Patrol, traffic, field operations",West El Camino Real & Calderon Avenue,Mountain View,1,Hispanic/Latino(a),Male,,N,40,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
131941,CA0431100,,I,N,4/8/2022,19:18,5,N,"Patrol, traffic, field operations",East El Camino Real & California 237,Mountain View,1,Asian,Male,,N,60,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
131943,CA0431100,,I,N,4/8/2022,20:12,5,N,"Patrol, traffic, field operations",East El Camino Real & Grant Road,Mountain View,1,Hispanic/Latino(a),Female,,N,25,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
131948,CA0431100,,I,N,4/8/2022,22:42,5,N,"Patrol, traffic, field operations",600 Block North Shoreline Boulevard,Mountain View,1,Hispanic/Latino(a),Male,,N,50,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,,Citation for infraction
131961,CA0431100,,I,N,4/8/2022,22:59,5,N,"Patrol, traffic, field operations",1000 Block Villa Street,Mountain View,1,White,Male,,N,30,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,,Warning (verbal or written)
131968,CA0431100,,I,N,4/8/2022,23:04,5,N,"Patrol, traffic, field operations",1300 Block Phyllis Avenue,Mountain View,1,Middle Eastern or South Asian,Male,,N,46,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
131979,CA0431100,,I,N,4/8/2022,23:31,10,N,"Patrol, traffic, field operations",Central Expressway & Castro Street,Mountain View,1,White,Male,,N,40,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
131986,CA0431100,,I,N,4/8/2022,23:39,10,N,"Patrol, traffic, field operations","Sylvan Ave, E el Camino Real",Mountain View,1,Hispanic/Latino(a),Male,,N,30,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Citation for infraction
131991,CA0431100,,I,N,4/8/2022,23:49,5,N,"Patrol, traffic, field operations",1900 Block West El Camino Real,Mountain View,1,White,Female,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
131996,CA0431100,,I,N,4/8/2022,23:42,10,N,"Patrol, traffic, field operations",Central Expressway & Moffett Boulevard,Mountain View,1,White,Female,,N,70,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
132048,CA0431100,,I,N,4/9/2022,1:13,5,N,"Patrol, traffic, field operations",1900 Block West El Camino Real,Mountain View,1,White,Female,,N,50,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
132304,CA0431100,,I,N,4/9/2022,7:05,60,N,"Patrol, traffic, field operations",1700 Block California Street,Mountain View,1,Hispanic/Latino(a),Male,,N,20,Y,,,Traffic Violation,Moving,"Person removed from vehicle by order,Field sobriety test conducted,Patrol car detention,Handcuffed or flex cuffed, Asked for consent to  search person, Search of person was conducted ","Consent given,Incident to arrest",Search of person. nothing found.,,,,"Citation for infraction,Custodial arrest without warrant"
132325,CA0431100,,I,N,4/9/2022,8:29,5,N,"Patrol, traffic, field operations",800 Block Bryant Avenue,Mountain View,1,Middle Eastern or South Asian,Male,,N,20,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
132353,CA0431100,,I,N,4/4/2022,10:05,90,Y,"Patrol, traffic, field operations",Rengstorff Avenue,Mountain View,1,Hispanic/Latino(a),Male,,N,25,N,,,Reasonable suspicion that the person was engaged in criminal activity,,"Curbside detention, Asked for consent to  search person, Search of person was conducted ,Field sobriety test conducted",Consent given,I asked subject for consent for search of weapons prior to field sobriety tests. ,,,,Custodial arrest without warrant
132356,CA0431100,,I,N,4/9/2022,5:55,120,Y,"Patrol, traffic, field operations",Elmwood Street,Mountain View,1,White,Male,,N,16,N,,,Reasonable suspicion that the person was engaged in criminal activity,,"Curbside detention,Handcuffed or flex cuffed",,,,,,"Custodial arrest without warrant,Contacted parent/legal guardian or other person responsible for the minor"
132466,CA0431100,,I,N,4/9/2022,13:43,10,N,"Patrol, traffic, field operations",East El Camino Real & Grant Road,Mountain View,1,Hispanic/Latino(a),Male,,N,25,Y,,,Traffic Violation,Equipment,No Action Taken,,,,,,"Citation for infraction,Warning (verbal or written)"
132482,CA0431100,,I,N,4/9/2022,14:36,10,N,"Patrol, traffic, field operations",East El Camino Real & Grant Road,Mountain View,1,Hispanic/Latino(a),Male,,N,50,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
132770,CA0431100,,I,N,4/10/2022,0:30,15,Y,"Patrol, traffic, field operations",Calderon Avenue,Mountain View,1,White,Male,,N,70,N,,,Reasonable suspicion that the person was engaged in criminal activity,,No Action Taken,,,,,,
133091,CA0431100,,I,N,4/10/2022,6:50,120,Y,"Patrol, traffic, field operations",100 east el camino real ,Mountain View,1,Hispanic/Latino(a),Female,,N,70,N,,,Reasonable suspicion that the person was engaged in criminal activity,,"Person removed from vehicle by order,Curbside detention",,,,,,Custodial arrest without warrant
133091,CA0431100,,I,N,4/10/2022,6:50,120,Y,"Patrol, traffic, field operations",100 east el camino real ,Mountain View,2,Hispanic/Latino(a),Male,,N,75,N,,,Reasonable suspicion that the person was engaged in criminal activity,,Curbside detention,,,,,,
133095,CA0431100,,I,N,4/10/2022,9:14,5,N,"Patrol, traffic, field operations",800 Block Bryant Avenue,Mountain View,1,Hispanic/Latino(a),Male,,N,20,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
133103,CA0431100,,I,N,4/10/2022,9:25,10,N,"Patrol, traffic, field operations",North Shoreline Boulevard,Mountain View,1,Black/African American,Male,,N,30,N,,,Traffic Violation,Moving,Patrol car detention,,,,,,Warning (verbal or written)
133115,CA0431100,,I,N,4/10/2022,9:38,10,N,"Patrol, traffic, field operations",1000 Block West Dana Street,Mountain View,1,Hispanic/Latino(a),Male,,N,25,N,,,Traffic Violation,Moving,Patrol car detention,,,,,,Warning (verbal or written)
133255,CA0431100,,I,N,4/10/2022,16:21,10,N,"Patrol, traffic, field operations",Villa Street & Hope Street,Mountain View,1,White,Male,,N,40,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
133273,CA0431100,,I,N,4/10/2022,16:55,5,N,"Patrol, traffic, field operations",Castro Street & West Dana Street,Mountain View,1,White,Female,,N,35,N,,,Traffic Violation,Moving,No Action Taken,,,,,,"Citation for infraction,Warning (verbal or written)"
133278,CA0431100,,I,N,4/10/2022,14:49,60,N,"Patrol, traffic, field operations",200 Block South Rengstorff Avenue,Mountain View,1,Hispanic/Latino(a),Male,,N,25,N,,,Knowledge of outstanding arrest warrant/wanted person,,Handcuffed or flex cuffed,,,,,,Custodial arrest without warrant
133487,CA0431100,,I,N,4/10/2022,23:42,5,N,"Patrol, traffic, field operations",1900 Block West El Camino Real,Mountain View,1,Hispanic/Latino(a),Male,,N,50,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
133512,CA0431100,,I,N,4/11/2022,0:28,5,N,"Patrol, traffic, field operations",1900 Block West El Camino Real,Mountain View,1,Hispanic/Latino(a),Male,,N,20,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
133563,CA0431100,,I,N,4/11/2022,1:02,5,N,"Patrol, traffic, field operations",Castro Street & El Camino Real,Mountain View,1,"Hispanic/Latino(a),Middle Eastern or South Asian",Male,,N,30,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
133805,CA0431100,,I,N,4/7/2022,1:00,45,Y,"Patrol, traffic, field operations",1000 Block Villa Street,Mountain View,1,Hispanic/Latino(a),Male,,N,50,N,,,Knowledge of outstanding arrest warrant/wanted person,,"Handcuffed or flex cuffed,Patrol car detention, Asked for consent to  search person, Search of person was conducted ","Consent given,Incident to arrest",Search incident to arrest,,,,Custodial arrest pursuant to outstanding warrant
133807,CA0431100,,I,N,4/10/2022,3:00,30,Y,"Patrol, traffic, field operations",800 Block Moffett Boulevard,Mountain View,1,Hispanic/Latino(a),Female,,N,35,N,,,Reasonable suspicion that the person was engaged in criminal activity,,"Curbside detention, Asked for consent to  search person, Search of person was conducted ","Consent given,Incident to arrest",Searched incident to arrest,,,,"In-field cite and release,Custodial arrest pursuant to outstanding warrant"
