stopID,entryUpdateTime,stopTime,stopDuration,stopInResponseToCFS,street,intersection,PID,perceivedRace,perceivedDisability,perceivedLimitedEnglish,perceivedAge,perceivedGender,perceivedLgbt,genderNonconforming,contrabandOrEvidenceDiscovered,actionTakens,personSearchGiven,propertySearchGiven,basisForSearch,basisForSearchExplanation,reasonForStop,reasonForStopDetail,reasonForStopExplanation,resultOfStop
4588,4/20/2022 8:54,4/20/2022 8:32,12,FALSE,San Antonio ,Alvarado ,1, White, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver north on San Antonio Rd. Visual 50 mph. Lidar confirmed 51 mph at 318’. Driver stopped. Identified and cited, Citation for infraction
4589,4/20/2022 9:34,4/20/2022 9:21,8,FALSE,Springer rd,,1, Middle Eastern or South Asian, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 46mph in a 30mph zone, Citation for infraction
4590,4/20/2022 10:39,4/20/2022 10:28,10,FALSE,Covington ,,1, White, None,FALSE,55,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 41mph in 25mph residential zone, Citation for infraction
4591,4/20/2022 13:48,4/20/2022 13:32,12,FALSE,Covington Rd,Batman Pl,1, White, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver east on Covington Rd. Visual 40mph. Radar 42mph. Driver stopped and identified. Cited and released, Citation for infraction
4592,4/20/2022 14:06,4/20/2022 14:03,10,FALSE,Covington rd,Eastwood ,1, Middle Eastern or South Asian, None,FALSE,60,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 40mph in a 25mph zone, Citation for infraction
4593,4/20/2022 14:23,4/20/2022 14:13,10,FALSE,Covington Rd,Batman Pl,1, White, None,FALSE,65,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver east on Covington Rd. Visual 40 mph Radar 40 mph. Driver stopped and identified. Cited and released, Citation for infraction
4594,4/21/2022 13:14,4/21/2022 13:13,5,FALSE,el monte,foothill,1, Middle Eastern or South Asian, None,FALSE,30,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, red arrow, Warning (verbal or written)
4595,4/22/2022 8:47,4/22/2022 8:28,10,FALSE,Covington Rd, Bellevue Ct,1, White, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver west on Covington Rd near Bellevue Ct. at visual 40 mph. Radar confirmed 36 mph. Driver stopped. City and released, Citation for infraction
4596,4/22/2022 13:10,4/22/2022 12:30,15,FALSE,Casita Way,Alvarado ,1, Hispanic/Latino/a, None,FALSE,18,Male,No,FALSE, None, Person removed from vehicle by order,,,, , Traffic Violation, Moving Violation, Observed driver run posted stop sign Casita at Alvarado. Driver stopped. No license or insurance. Cited and released, Citation for infraction
4597,4/22/2022 13:18,4/22/2022 13:16,3,FALSE,MAGDALENA,GRONWALL,1, White, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, CROSSED INTO MY LANE, Warning (verbal or written)
4598,4/22/2022 20:27,4/22/2022 18:19,5,FALSE,edith ave,seven acres ave,1, Asian, None,FALSE,65,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, no headlights in darkness, Warning (verbal or written)
4599,4/22/2022 21:58,4/22/2022 21:56,5,FALSE,san antonio rd,almond ave,1, Hispanic/Latino/a, None,FALSE,25,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", exp reg 2021, Warning (verbal or written)
4600,4/23/2022 9:34,4/23/2022 8:22,5,FALSE,portola,,1, Hispanic/Latino/a, None,FALSE,25,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", reg sticker 9/21, Warning (verbal or written)
4601,4/23/2022 13:43,4/23/2022 9:34,10,FALSE,miramonte,b st,1, White, None,FALSE,75,Female,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", exp reg 5/21, Citation for infraction
4602,4/23/2022 20:06,4/23/2022 20:04,5,FALSE,san antonio rd,arbuelo ave,1, White, None,FALSE,65,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, tail lamp out, Warning (verbal or written)
4603,4/23/2022 20:10,4/23/2022 20:04,4,FALSE,El Camino Real,Monroe,1, Middle Eastern or South Asian, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, driver ran red light, Warning (verbal or written)
4604,4/23/2022 21:04,4/23/2022 21:03,5,FALSE,raymundo ave,mountain view ave,1, White, None,FALSE,22,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", reg exp 2021, Warning (verbal or written)
4605,4/24/2022 11:09,4/24/2022 11:00,5,FALSE,Foothill ,El Monte ,1, Asian, None,FALSE,60,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Lane 1 to lane 2 no signal, Warning (verbal or written)
4606,4/24/2022 11:15,4/24/2022 10:55,15,FALSE,FOOTHILL,EL MONTE,1, Asian, None,FALSE,50,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, VEHICLE WAS EXPIRED SINCE 2020., Citation for infraction
4607,4/24/2022 17:25,4/24/2022 17:15,5,FALSE,Foothill expressway ,Springer rd,1, White, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", No rear plate, Warning (verbal or written)
4608,4/24/2022 21:29,4/24/2022 21:26,5,FALSE,el monte ave,almond ave,1, Middle Eastern or South Asian, None,FALSE,60,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, headlamp out, Warning (verbal or written)
4609,4/24/2022 22:38,4/24/2022 22:36,5,FALSE,main street,state street,1, Middle Eastern or South Asian, None,FALSE,45,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, headlamp out, Warning (verbal or written)
4610,4/24/2022 23:57,4/24/2022 23:54,5,FALSE,el monte ave,cuesta dr,1, Hispanic/Latino/a, None,FALSE,25,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 45 in a 25, Warning (verbal or written)
4611,4/25/2022 22:47,4/25/2022 22:45,10,FALSE,fremont,julie,1, Hispanic/Latino/a, None,FALSE,40,Female,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", exp reg 2/22, Citation for infraction; Citation for infraction
4612,4/25/2022 23:25,4/25/2022 23:22,15,FALSE,homestead,,1, White, None,FALSE,50,Male,No,FALSE, Drug Paraphernalia, Asked for consent to search person; Asked for consent to search property; Handcuffed or flex cuffed; Patrol car detention; Person removed from vehicle by order; Person removed from vehicle by physical contact; Property was seized; Search of person was conducted; Search of property was conducted, true, true, Consent given; Incident to arrest; Officer Safety/safety of others, holding meth pipe asleep in car; holding meth pipe asleep in car; holding meth pipe asleep in car, Reasonable Suspicion, Officer witnessed commission of a crime, holding meth pipe asleep in car, In-field cite and release
4613,4/26/2022 8:56,4/26/2022 8:50,10,FALSE,Los Altos Ave,Spagnoli Ct,1, Middle Eastern or South Asian, None,FALSE,40,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver at visual speed of 40 in posted15 mph school zone on Los Altos Ave.  radar confirmed 38mph. Driver stopped. Driver warned and released., Warning (verbal or written)
4614,4/26/2022 10:00,4/26/2022 8:45,5,FALSE,Los Altos Ave,Portland Dr,1, White, None,FALSE,16,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Stop sign, Warning (verbal or written)
4615,4/26/2022 10:01,4/26/2022 10:00,5,FALSE,Foothill,Springer,1, Asian, None,FALSE,40,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Speeding, Citation for infraction
4616,4/27/2022 10:30,4/27/2022 7:06,10,FALSE,foothill,280,1, White, None,FALSE,45,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", 2021 tags, Warning (verbal or written)
4617,4/27/2022 14:24,4/27/2022 2:10,14,FALSE,SPRINGER,COVINGTON,1, White, None,FALSE,32,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, VEHICLE EXPIRED SINCE 01-2021, Citation for infraction
4618,4/27/2022 15:33,4/27/2022 15:31,5,FALSE,EL MONTE,HAWTHORNE,1, Asian, None,FALSE,25,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", EXP AND SUSP REG, Warning (verbal or written)
4619,4/27/2022 15:39,4/27/2022 15:37,2,FALSE,springer,foothill,1, Hispanic/Latino/a, Speech impairment or limited use of language,TRUE,50,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, third brake light, Warning (verbal or written)
4620,4/27/2022 20:45,4/27/2022 20:38,9,FALSE,covington,campbell,1, White, None,FALSE,18,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, ran stop and was speeding, Citation for infraction
4621,4/28/2022 10:36,4/28/2022 10:34,8,FALSE,main,second,1, Middle Eastern or South Asian, None,FALSE,45,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, cell phone while driving, Citation for infraction
4622,4/28/2022 10:44,4/28/2022 10:42,8,FALSE,foothill exp,main st,1, White, None,FALSE,55,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, ran red light, Citation for infraction
4623,4/28/2022 11:13,4/28/2022 9:38,40,FALSE,W. Edith Ave,Oak,1, Hispanic/Latino/a, None,FALSE,25,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver at high speed (visual 40in posted 25 zone) radar confirmed 41 mph west on W.Edith Ave. driver stopped and identified by Brazil identification. Driver suspended. Driver cited and released, Citation for infraction
4624,4/28/2022 14:10,4/28/2022 14:00,10,FALSE,SAN ANTONIO,ANGELA,1, Pacific Islander, Other disability,FALSE,45,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, DRIVER SIDE REAR BRAKE LIGHT WAS COMPLETELY INOPERABLE., Warning (verbal or written)
4625,4/28/2022 15:22,4/28/2022 15:10,8,FALSE,Almond ,Sunkist ,1, Asian, None,FALSE,45,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 42mph in a 25mph residential zone, Citation for infraction
4626,4/28/2022 15:37,4/28/2022 10:36,5,FALSE,fremont,dallas,1, Hispanic/Latino/a, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, third brake light, Warning (verbal or written)
4627,4/29/2022 8:38,4/29/2022 8:33,5,FALSE,Valencia st,,1, White, None,FALSE,40,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Stop in a posted no stopping zone, Warning (verbal or written)
4628,4/29/2022 8:43,4/29/2022 8:39,3,FALSE,Valencia st,,1, Asian, None,FALSE,40,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Stop in posted no stopping zone, Warning (verbal or written)
4629,4/29/2022 8:48,4/29/2022 8:20,15,FALSE,Almond Ave,Valencia,1, Hispanic/Latino/a, None,FALSE,35,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver stopping in red zone. Posted no parking or stopping. Request license. No license. Cited for unlicensed driver. Warned for stop violation, Citation for infraction
4630,4/29/2022 8:50,4/29/2022 8:48,840,FALSE,Almond Ave,Valencia,1, White, None,FALSE,40,Female,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Observed driver stopped in red zone. Signs posted no parking or stopping. Driver contacted. Identified and released, Warning (verbal or written)
4631,4/30/2022 13:36,4/30/2022 13:34,5,FALSE,foothill,el monte,1, Black/African American, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", expired reg, Warning (verbal or written)
4632,4/30/2022 15:01,4/30/2022 15:00,5,FALSE,homestead,wright,1, Hispanic/Latino/a, None,FALSE,20,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, no plate on car, Warning (verbal or written)
4633,4/30/2022 15:28,4/30/2022 15:27,5,FALSE,foothill,st joseph,1, White, None,FALSE,45,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, cell phone in hand, Warning (verbal or written)
4634,5/1/2022 19:18,5/1/2022 19:15,5,FALSE,San Antonio ,Yerba buena ,1, White, None,FALSE,70,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Ran red after bike lane light turned green, Warning (verbal or written)
4635,5/2/2022 15:48,5/2/2022 15:46,3,FALSE,marich,casita,1, Hispanic/Latino/a, None,TRUE,50,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, made left hand turn cutting me off and not looking, Warning (verbal or written)
4636,5/2/2022 23:25,5/2/2022 18:43,5,FALSE,san antonio rd,whitney ave,1, White, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, headlamp out, Warning (verbal or written)
4637,5/2/2022 23:46,5/2/2022 23:44,10,FALSE,san antonio rd,jordan ave,1, White, None,FALSE,25,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 55 in a 35mph, Citation for infraction; Warning (verbal or written)
4638,5/3/2022 9:40,5/3/2022 9:30,8,FALSE,El Monte ,Foothill Expressway ,1, White, None,FALSE,55,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Right turn on red arrow. Three red arrows three no right on red signs posted, Warning (verbal or written)
4639,5/3/2022 10:05,5/3/2022 9:55,8,FALSE,Fremont ,A,1, Hispanic/Latino/a, None,FALSE,25,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Vehicle registration expired 12/2021, Warning (verbal or written)
4640,5/3/2022 10:54,5/3/2022 10:06,15,FALSE,El Camino Real,,1, White, None,FALSE,40,Male,No,FALSE, Weapon(s) other than a firearm, Asked for consent to search person; Asked for consent to search property; Search of person was conducted; Search of property was conducted, true, true, Consent given; Officer Safety/safety of others; Suspected weapons, Admitted to knife in possession and having multiple warrants; Admitted to knife in possession and having multiple warrants; Admitted to knife in possession and having multiple warrants, Reasonable Suspicion, Officer witnessed commission of a crime, Suspect was in private area with 602 warnings, Custodial Arrest pursuant to outstanding warrant
4641,5/3/2022 10:58,5/3/2022 10:39,9,FALSE,San Antonio ,Edith ,1, Asian, None,FALSE,65,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 59mph in 35mph zone, Citation for infraction
4642,5/4/2022 5:27,5/4/2022 5:23,15,FALSE,springer ave,cuesta dr,1, Asian, None,FALSE,25,Male,No,FALSE, None, Curbside detention; Person removed from vehicle by order; Search of person was conducted; Search of property was conducted,,, Condition of parole / probation/ PRCS / mandatory supervision; Consent given; Odor of contraband; Officer Safety/safety of others, search of person and property conducted secondary to terms of probation; search of person and property conducted secondary to terms of probation; search of person and property conducted secondary to terms of probation; search of person and property conducted secondary to terms of probation, Traffic Violation, Moving Violation, ran stop sign, Citation for infraction
4643,5/4/2022 18:31,5/4/2022 16:45,8,FALSE,Cuesta ave,Grant rd,1, Hispanic/Latino/a, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, Third brake light out, Citation for infraction
4644,5/5/2022 12:19,5/4/2022 17:59,30,TRUE,Main St,,1, Asian, Mental health condition,FALSE,40,Female,No,FALSE, None, Handcuffed or flex cuffed; Person photographed; Physical or Vehicle contact; Search of person was conducted,,, Incident to arrest, Search after arrest, Reasonable Suspicion, Matched suspect description, tresspassing, In-field cite and release
4645,5/5/2022 13:09,5/5/2022 12:09,10,FALSE,San Antonio ,Sylvian ,1, White, None,FALSE,25,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Expired reg 2020, Citation for infraction
4646,5/5/2022 16:04,5/5/2022 16:03,10,FALSE,Freemont,Bright oaks,1, Asian, None,FALSE,20,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Texting at stop light, Citation for infraction
4647,5/6/2022 11:13,5/6/2022 11:12,5,FALSE,el monte,lloyd,1, Black/African American; White, None,FALSE,20,Female,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", exp reg 1/22, Warning (verbal or written)
4648,5/6/2022 14:29,5/6/2022 2:20,6,FALSE,STATE,MAIN,1, Middle Eastern or South Asian, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, SUBJECT TURNED RIGHT INTO STRAIGHT LANE AND CONTINUED STRAIGHT ONTO STATE ST FROM SAN ANTONIO., Warning (verbal or written)
4649,5/6/2022 20:32,5/6/2022 20:30,2,FALSE,Foothill Expressway,grant road,1, Asian, None,FALSE,30,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, No left turn, Warning (verbal or written)
4650,5/7/2022 1:12,5/6/2022 18:43,5,FALSE,ALMOND AVE,EL MONTE AVE,1, Hispanic/Latino/a, None,TRUE,25,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, HEADLAMP OUT, Warning (verbal or written)
4651,5/7/2022 6:40,5/7/2022 6:09,10,FALSE,springer,camellia,1, Middle Eastern or South Asian, None,FALSE,40,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, blew threw stop sign at springer el monte, Citation for infraction
4652,5/7/2022 15:47,5/7/2022 3:29,16,FALSE,FOOTHILL,GRANT,1, Black/African American, None,FALSE,45,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, NO PLATES ON A SILVER AUDI SEDAN., Citation for infraction; Citation for infraction
4653,5/8/2022 9:00,5/8/2022 8:58,10,FALSE,el camino real,,1, White, None,FALSE,65,Male,No,FALSE, None, None,,,, , Reasonable Suspicion, Other Reasonable Suspicion of a crime, trespass transient sleeping at 4848 ecr, Warning (verbal or written)
4654,5/8/2022 9:20,5/8/2022 9:19,5,FALSE,cuesta,san antonio,1, White, None,FALSE,30,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, text while driving, Citation for infraction
4655,5/8/2022 10:20,5/8/2022 9:22,5,FALSE,cuesta,s. clark,1, White, None,FALSE,55,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", exp reg 2/22, Warning (verbal or written)
4656,5/8/2022 10:42,5/8/2022 10:40,10,FALSE,homestead,el sereno,1, White, Speech impairment or limited use of language,TRUE,65,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation," playing on phone in bike lane, parked in no parking zone with no reg stickers on vehicle", Warning (verbal or written)
4657,5/8/2022 13:34,5/8/2022 13:32,7,FALSE,grant,FOOTHILL EXP,1, White, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", EXP IN 2020, Citation for infraction
4658,5/8/2022 13:45,5/8/2022 13:37,6,FALSE,SAN ANTONIO,PORTOLA,1, Asian, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, SUBJECT WAS DRIVING APPROXIMATELY 50MPH WHEN HE PASSED ME NEAR SAN ANTONIO AND ALMOND, Warning (verbal or written)
4659,5/8/2022 17:58,5/8/2022 17:55,30,FALSE,grant road,,1, Middle Eastern or South Asian, None,FALSE,35,Male,No,FALSE, Alcohol, Curbside detention; Handcuffed or flex cuffed; Patrol car detention; Physical or Vehicle contact; Property was seized; Search of person was conducted; Search of property was conducted,,, Evidence of crime; Incident to arrest, 488 pc arrest search of backpack and person; 488 pc arrest search of backpack and person, Reasonable Suspicion, Other Reasonable Suspicion of a crime, in bushes with alcohol bottle, In-field cite and release
4660,5/8/2022 22:17,5/8/2022 22:15,5,FALSE,SAN ANTONIO ROAD,HILLVIEW AVE,1, White, None,FALSE,45,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, ILLEGAL U TURN, Warning (verbal or written)
4661,5/10/2022 1:29,5/10/2022 1:27,15,FALSE,Foothill,Springer,1, White, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, Broken brake light, Citation for infraction
4662,5/10/2022 8:51,5/10/2022 8:49,10,FALSE,Almond ,San Antonio ,1, Hispanic/Latino/a, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, Pass side brake light out, Citation for infraction
4663,5/10/2022 21:20,5/10/2022 21:18,3,FALSE,El monte,Clark,1, Middle Eastern or South Asian, None,FALSE,35,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 40 in a 25, Warning (verbal or written)
4664,5/11/2022 13:12,5/11/2022 5:03,8,FALSE,MIRAMONTE,COVINGTON,1, Middle Eastern or South Asian, None,FALSE,45,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, VEHICLE HAD REGISTRATION TAGS ALL THE WAY FROM 2019., Warning (verbal or written)
4665,5/11/2022 15:43,5/11/2022 15:15,10,FALSE,Oak ,Malbarogh ,1, Hispanic/Latino/a, Speech impairment or limited use of language,TRUE,18,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 42 mph in 25mph residential zone, Citation for infraction; Citation for infraction
4666,5/11/2022 16:22,5/11/2022 16:20,5,FALSE,jay,el monte,1, Hispanic/Latino/a, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", no front plate, Warning (verbal or written)
4667,5/12/2022 7:08,5/12/2022 6:52,8,FALSE,EL CAMINO REAL,,1, White, None,FALSE,70,Male,No,FALSE, None, None,,,, , Investigation to determine whether the person was truant, , SUBJECT WAS TRESPASSING ON PROPERTY SLEEPING OVERNIGHT., Warning (verbal or written)
4668,5/12/2022 9:46,5/12/2022 9:44,8,FALSE,Foothill exp,Main st,1, Middle Eastern or South Asian, None,FALSE,40,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Paced 67mph in 45 zone, Citation for infraction
4669,5/12/2022 20:13,5/12/2022 13:56,90,FALSE,DEL MEDIO AVENUE,,1, White, None,FALSE,25,Male,No,FALSE, None, Curbside detention; Handcuffed or flex cuffed; Patrol car detention; Search of person was conducted; Search of property was conducted,,, Incident to arrest; Officer Safety/safety of others," COMPLETED A SEARCH INCIDENT TO ARREST OF THE SUSPECT, DUE TO THE THEFT THAT HAD TAKEN PLACE PRIOR.; COMPLETED A SEARCH INCIDENT TO ARREST OF THE SUSPECT, DUE TO THE THEFT THAT HAD TAKEN PLACE PRIOR.", Investigation to determine whether the person was truant, , SUSPECT WAS FOLLOWED AFTER COMPLETING A COMERICAL BURGLARY AND ARRESTED AT THE SCENE., Custodial Arrest without warrant; Custodial Arrest without warrant
4670,5/12/2022 20:19,5/12/2022 16:30,15,FALSE,LOS ALTOS SQUARE,,1, White, None,FALSE,30,Male,No,FALSE, None, None,,,, , Investigation to determine whether the person was truant, , TWO MALE SUSBJECTS WERE CALLED IN BY RP AT THE SCENE DUE TO THEM SLEEPING AND CAMPING OUT ON THE PROPERTY OF LOS ALTOS AQUARE CONDO COMPLEX.  RP REQUESTED PD ASK THEM TO LEAVE THE AREA., Warning (verbal or written)
4671,5/12/2022 20:20,5/12/2022 16:30,15,FALSE,LOS ALTOS SQUARE,,1, White, None,FALSE,25,Male,No,FALSE, None, None,,,, , Investigation to determine whether the person was truant, , TWO MALE SUSBJECTS WERE CALLED IN BY RP AT THE SCENE DUE TO THEM SLEEPING AND CAMPING OUT ON THE PROPERTY OF LOS ALTOS AQUARE CONDO COMPLEX.  RP REQUESTED PD ASK THEM TO LEAVE THE AREA., Warning (verbal or written)
4672,5/14/2022 9:33,5/14/2022 9:31,5,FALSE,hwy 85,homestead,1, Hispanic/Latino/a, None,FALSE,25,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", ex reg, Warning (verbal or written)
4673,5/14/2022 23:38,5/14/2022 23:32,10,FALSE,NB 280,Page Mill,1, Middle Eastern or South Asian, None,FALSE,25,Male,No,FALSE, None, Person removed from vehicle by order,,,, , Traffic Violation, Moving Violation, 115 mph in 65 mph zone on freeway, Citation for infraction
4674,5/16/2022 9:18,5/16/2022 9:10,5,FALSE,Covington ,,1, Asian, None,FALSE,65,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 40mph in 25mph zone, Warning (verbal or written)
4675,5/16/2022 9:49,5/16/2022 9:45,5,FALSE,Foothill Expressway ,Springer ,1, Hispanic/Latino/a, None,FALSE,25,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 61mph in a 45mph zone, Warning (verbal or written)
4676,5/16/2022 10:19,5/16/2022 10:00,10,FALSE,St joseph ,Foothill Expressway ,1, Hispanic/Latino/a, None,FALSE,30,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 78mph in a 45mph zone, Citation for infraction
4677,5/16/2022 12:35,5/16/2022 12:34,5,FALSE,grant,portland,1, White, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, exp reg and broken brake light, Warning (verbal or written); Warning (verbal or written)
4678,5/16/2022 12:49,5/16/2022 12:40,8,FALSE,Springer ,Arboleda ,1, Hispanic/Latino/a, None,FALSE,25,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 51mph in a 30mph zone, Citation for infraction
4679,5/16/2022 14:51,5/16/2022 14:49,10,FALSE,covington,eastwood,1, Hispanic/Latino/a, Speech impairment or limited use of language,FALSE,30,Female,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", exp reg 1/22, Citation for infraction; Citation for infraction
4680,5/16/2022 15:00,5/16/2022 14:40,15,FALSE,Almond ,Sunkist ,1, Hispanic/Latino/a, None,FALSE,18,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 41mph in 25mph zone, Citation for infraction; Citation for infraction
4681,5/16/2022 15:38,5/16/2022 15:38,2,FALSE,springer,arboleda,1, White, None,FALSE,18,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", exp reg 11/21, Warning (verbal or written)
4682,5/16/2022 16:18,5/16/2022 16:17,5,FALSE,el monte,hawthorne,1, Hispanic/Latino/a, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", 3rd brake light, Warning (verbal or written)
4683,5/16/2022 17:00,5/16/2022 16:58,4,FALSE,SLYVIAN,SAN ANTONIO ROAD,1, Hispanic/Latino/a; White, None,FALSE,45,Male,Yes,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", EXP REG, No Action
4684,5/16/2022 17:30,5/16/2022 16:58,9,FALSE,El Monte Ave,Springer Rd,1, White, None,FALSE,75,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, Out brake light, Warning (verbal or written)
4685,5/16/2022 19:21,5/16/2022 19:19,5,FALSE,first street,plaza south,1, Middle Eastern or South Asian, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, two tail lamps out, Warning (verbal or written)
4686,5/17/2022 8:09,5/17/2022 8:00,6,FALSE,FREMONT,HIGHWAY 85 ,1, Asian," Intellectual or developmental disability, including dementia",FALSE,70,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, DRIVER STOPPED IN MIDDLE OF THE INTERSETION OF FREMONT/BELLEVUE., Warning (verbal or written)
4687,5/17/2022 8:32,5/17/2022 8:22,10,FALSE,GRANT,PORTLAND,1, White, None,FALSE,45,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, EXPIRED REGISTRATION SINCE 2020., Citation for infraction
4688,5/17/2022 9:04,5/17/2022 8:42,8,FALSE,Mills ,El Monte ,1, Hispanic/Latino/a, None,FALSE,30,Male,Yes,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Holding and operating cell phone while driving motor vehicle, Citation for infraction; Citation for infraction
